Wavelength,IntensityFactor
804.657,1653.95
804.607,1667.15
804.556,1694.2
804.505,1677.9
804.454,1687.15
804.403,1676.1
804.352,1686.2
804.301,1647.9
804.25,1666.7
804.2,1653.15
804.149,1677.4
804.098,1667.8
804.047,1660.15
803.996,1674.55
803.945,1682.5
803.894,1677.95
803.843,1670.5
803.792,1696.9
803.741,1680.25
803.69,1676.15
803.64,1673.9
803.589,1671.05
803.538,1679
803.487,1665.25
803.436,1625.45
803.385,1645.95
803.334,1673.55
803.283,1663.5
803.232,1657.5
803.181,1654.15
803.13,1641.95
803.079,1664.35
803.028,1681.6
802.977,1680.25
802.926,1676.1
802.875,1659.75
802.824,1673.65
802.773,1676.2
802.722,1686.75
802.671,1671.85
802.62,1672.25
802.569,1670.15
802.518,1650.45
802.467,1659
802.416,1672.15
802.365,1661.8
802.314,1658.95
802.263,1647.1
802.212,1669.9
802.161,1672.5
802.11,1674.4
802.059,1680.55
802.008,1670.65
801.957,1681.8
801.906,1672.9
801.855,1670.4
801.804,1663.05
801.753,1671.4
801.702,1670.5
801.651,1669.75
801.6,1671
801.549,1665.15
801.498,1659.55
801.447,1684.9
801.396,1658.65
801.345,1656.85
801.293,1664.1
801.242,1674.05
801.191,1682.3
801.14,1679
801.089,1671.35
801.038,1669.5
800.987,1664.6
800.936,1692.65
800.885,1673.9
800.834,1647.5
800.783,1668.35
800.731,1669.3
800.68,1658.5
800.629,1662.95
800.578,1654.55
800.527,1677.15
800.476,1673.7
800.425,1671.55
800.374,1681.1
800.322,1676
800.271,1660.95
800.22,1676.7
800.169,1681.55
800.118,1680.95
800.067,1661.7
800.016,1674.4
799.964,1691.7
799.913,1657.45
799.862,1675.2
799.811,1664.8
799.76,1654.3
799.709,1649.75
799.657,1642.55
799.606,1657
799.555,1668.7
799.504,1669.3
799.453,1656.85
799.401,1684.6
799.35,1676.9
799.299,1671.35
799.248,1668.05
799.197,1676.5
799.145,1672.45
799.094,1689.75
799.043,1677.05
798.992,1669.2
798.941,1679.8
798.889,1657.9
798.838,1668.15
798.787,1656.5
798.736,1671.8
798.684,1669.4
798.633,1677.35
798.582,1677.7
798.531,1696.05
798.479,1673.1
798.428,1677.6
798.377,1697.9
798.326,1667.5
798.274,1673.8
798.223,1683.65
798.172,1706.5
798.121,1657.15
798.069,1644.1
798.018,1660.15
797.967,1649.8
797.915,1660.8
797.864,1675
797.813,1656.75
797.762,1663.75
797.71,1661.9
797.659,1675.7
797.608,1679.5
797.556,1694.7
797.505,1670.75
797.454,1691.25
797.402,1664.95
797.351,1654.55
797.3,1660.55
797.248,1656.5
797.197,1649.8
797.146,1659.55
797.094,1661.05
797.043,1646.55
796.992,1652.2
796.94,1664.15
796.889,1629.6
796.838,1675.75
796.786,1660.85
796.735,1676.8
796.684,1668.2
796.632,1677.7
796.581,1668.65
796.53,1683.85
796.478,1671.75
796.427,1673.85
796.375,1670.1
796.324,1672.9
796.273,1665.35
796.221,1667.55
796.17,1669.1
796.119,1678.8
796.067,1666.35
796.016,1679.1
795.964,1660.35
795.913,1669.1
795.861,1672.2
795.81,1664.5
795.759,1660
795.707,1670.65
795.656,1664.8
795.604,1662.55
795.553,1690.45
795.501,1651.05
795.45,1666.6
795.399,1654.9
795.347,1677.65
795.296,1677.75
795.244,1690.7
795.193,1663.9
795.141,1666.55
795.09,1670.9
795.038,1669.85
794.987,1686.05
794.936,1670.85
794.884,1668.6
794.833,1669.2
794.781,1670.4
794.73,1657.7
794.678,1662.75
794.627,1677.45
794.575,1651.5
794.524,1676.95
794.472,1692.4
794.421,1677.65
794.369,1673.85
794.318,1680.35
794.266,1675.6
794.215,1665.8
794.163,1685.1
794.112,1670.7
794.06,1678.6
794.008,1668.7
793.957,1680
793.905,1665.8
793.854,1658.75
793.802,1670.35
793.751,1659.75
793.699,1669.2
793.648,1661.1
793.596,1674.3
793.545,1665.85
793.493,1668.35
793.441,1686.2
793.39,1671.5
793.338,1676.8
793.287,1672.3
793.235,1665.45
793.184,1667.55
793.132,1683.05
793.08,1665.5
793.029,1663.25
792.977,1669.15
792.926,1643.25
792.874,1643.05
792.822,1648.75
792.771,1656.1
792.719,1658.75
792.668,1664.05
792.616,1666.55
792.564,1668.35
792.513,1664.85
792.461,1677.5
792.41,1678.5
792.358,1673.85
792.306,1684.5
792.255,1680.15
792.203,1677.55
792.151,1672.65
792.1,1671.3
792.048,1671.25
791.996,1654.3
791.945,1672.45
791.893,1679.55
791.841,1677.7
791.79,1661.75
791.738,1680.1
791.686,1657.75
791.635,1662.55
791.583,1667.25
791.531,1682.1
791.48,1674.15
791.428,1666.7
791.376,1665.2
791.325,1677.6
791.273,1680.55
791.221,1693.25
791.17,1671.1
791.118,1673
791.066,1670.7
791.014,1673.25
790.963,1666.35
790.911,1667.15
790.859,1671.3
790.808,1661.15
790.756,1691.25
790.704,1670.35
790.652,1678.9
790.601,1672
790.549,1685.15
790.497,1674.65
790.445,1650.3
790.394,1687.15
790.342,1680.35
790.29,1640.6
790.238,1674
790.187,1649
790.135,1666
790.083,1646.7
790.031,1674.6
789.98,1672.3
789.928,1672.35
789.876,1668.5
789.824,1697.8
789.772,1683.25
789.721,1682.6
789.669,1693.35
789.617,1696
789.565,1673.5
789.513,1689.15
789.462,1706.6
789.41,1682.8
789.358,1675.3
789.306,1702.05
789.254,1689.45
789.203,1680.95
789.151,1667.7
789.099,1686.45
789.047,1674.3
788.995,1682.45
788.943,1683.15
788.892,1684.1
788.84,1693.7
788.788,1687.45
788.736,1688.4
788.684,1695.3
788.632,1698.35
788.58,1691.45
788.529,1683.85
788.477,1682.05
788.425,1738.05
788.373,1899.25
788.321,3775.5
788.269,5900.35
788.217,3034.35
788.165,2533.4
788.114,2321.65
788.062,2766.45
788.01,3207.85
787.958,2387.75
787.906,2301.45
787.854,2143.1
787.802,2039
787.75,1913.25
787.698,1841.25
787.646,1811.75
787.594,1783.2
787.543,1757.75
787.491,1731.3
787.439,1689.9
787.387,1678.05
787.335,1684.3
787.283,1690.55
787.231,1688.85
787.179,1693.1
787.127,1692.45
787.075,1691.6
787.023,1674.45
786.971,1701.45
786.919,1678.6
786.867,1685.5
786.815,1691.25
786.763,1701.7
786.711,1684.25
786.659,1669.65
786.607,1663.05
786.555,1689.95
786.503,1687.2
786.451,1667.95
786.399,1688.95
786.347,1678.1
786.295,1688.05
786.243,1703.3
786.191,1678.25
786.139,1683.35
786.087,1693.85
786.035,1674.15
785.983,1681.5
785.931,1659.75
785.879,1674.8
785.827,1658.55
785.775,1673.95
785.723,1695.6
785.671,1682.55
785.619,1689.5
785.567,1691.1
785.515,1693.5
785.463,1709.6
785.411,1688.9
785.359,1687.4
785.307,1685.25
785.255,1704
785.203,1677.15
785.151,1684.05
785.099,1684.25
785.046,1649.9
784.994,1659.95
784.942,1673.1
784.89,1663.45
784.838,1667.4
784.786,1663.65
784.734,1667.05
784.682,1664.95
784.63,1671.7
784.578,1671.9
784.525,1678.9
784.473,1689.5
784.421,1672.65
784.369,1689.1
784.317,1684.8
784.265,1679.75
784.213,1691.2
784.161,1689.15
784.109,1667.8
784.056,1651.7
784.004,1659.6
783.952,1654.55
783.9,1644.05
783.848,1658.3
783.796,1662.9
783.743,1666.2
783.691,1679.8
783.639,1673.1
783.587,1675.05
783.535,1673.55
783.483,1688.35
783.43,1685.75
783.378,1681.25
783.326,1694.15
783.274,1684.5
783.222,1671.2
783.17,1680.15
783.117,1678.8
783.065,1656.55
783.013,1667.25
782.961,1665.3
782.909,1670.5
782.856,1666.95
782.804,1660.35
782.752,1679.6
782.7,1675.85
782.647,1668.75
782.595,1671
782.543,1683.45
782.491,1646.25
782.439,1680.15
782.386,1657.8
782.334,1678.6
782.282,1671.8
782.23,1661.5
782.177,1669.6
782.125,1676.1
782.073,1655.45
782.021,1665.25
781.968,1665.6
781.916,1659.65
781.864,1668.85
781.811,1687.75
781.759,1683.4
781.707,1677.9
781.655,1676.5
781.602,1680.95
781.55,1663.75
781.498,1641.5
781.445,1660.75
781.393,1674.15
781.341,1658.45
781.289,1668.2
781.236,1653.65
781.184,1679.45
781.132,1669.95
781.079,1674.25
781.027,1671.15
780.975,1670.8
780.922,1685.7
780.87,1674.25
780.818,1671.4
780.765,1675.5
780.713,1672.35
780.661,1658
780.608,1671.55
780.556,1682.55
780.504,1672.5
780.451,1668.1
780.399,1667.25
780.347,1672.8
780.294,1666.5
780.242,1641.45
780.189,1652.7
780.137,1654.9
780.085,1671.35
780.032,1673.35
779.98,1673.7
779.928,1672.05
779.875,1672.15
779.823,1682.6
779.77,1677.4
779.718,1679.1
779.666,1649.75
779.613,1655.25
779.561,1657.85
779.508,1664.75
779.456,1663.75
779.404,1666.6
779.351,1675.7
779.299,1672.65
779.246,1674.6
779.194,1669.2
779.141,1657.9
779.089,1688.7
779.037,1672.5
778.984,1658.6
778.932,1676.15
778.879,1667.25
778.827,1686.55
778.774,1685.55
778.722,1685.3
778.669,1672.6
778.617,1677.9
778.564,1662.3
778.512,1662.55
778.459,1645.15
778.407,1666.45
778.354,1664
778.302,1676.85
778.25,1684.7
778.197,1674.7
778.145,1677.6
778.092,1676
778.04,1700.65
777.987,1695
777.935,1693.95
777.882,1669.95
777.83,1679.4
777.777,1665.25
777.724,1670.35
777.672,1676.45
777.619,1675.35
777.567,1672.75
777.514,1646.6
777.462,1676.65
777.409,1684.6
777.357,1689.75
777.304,1676.65
777.252,1671.8
777.199,1684.05
777.147,1668.5
777.094,1670.95
777.041,1674.55
776.989,1629.35
776.936,1643.9
776.884,1680.3
776.831,1657.35
776.779,1659.7
776.726,1654.6
776.673,1664
776.621,1661.8
776.568,1685.85
776.516,1704.05
776.463,1670.85
776.41,1683.5
776.358,1684.4
776.305,1683.9
776.253,1684.65
776.2,1661.6
776.147,1675.8
776.095,1652.25
776.042,1679.45
775.99,1664.55
775.937,1653.5
775.884,1644.15
775.832,1664.35
775.779,1674.85
775.726,1662.55
775.674,1645.2
775.621,1650
775.568,1670.95
775.516,1670.65
775.463,1667.95
775.411,1653.35
775.358,1682.25
775.305,1656.85
775.253,1690.45
775.2,1670
775.147,1666.4
775.094,1679.65
775.042,1660.6
774.989,1660.35
774.936,1663.35
774.884,1682.8
774.831,1668.35
774.778,1670.3
774.726,1659.1
774.673,1675.05
774.62,1668.15
774.568,1678.55
774.515,1680.65
774.462,1672.7
774.409,1659.25
774.357,1670.5
774.304,1654.05
774.251,1665.75
774.199,1670.75
774.146,1647.45
774.093,1655.5
774.04,1649
773.988,1654.85
773.935,1666.7
773.882,1665.2
773.829,1659.55
773.777,1661.95
773.724,1688.45
773.671,1686.35
773.618,1686.2
773.566,1679.6
773.513,1671.5
773.46,1678.95
773.407,1680
773.354,1659.7
773.302,1679.15
773.249,1657.9
773.196,1669.9
773.143,1650.4
773.09,1656.05
773.038,1649.9
772.985,1666.45
772.932,1661.5
772.879,1668.15
772.826,1667.2
772.774,1670.8
772.721,1665.85
772.668,1671.35
772.615,1660.3
772.562,1687.25
772.509,1669.9
772.457,1683.3
772.404,1653.75
772.351,1641.45
772.298,1651.25
772.245,1671.5
772.192,1660.6
772.14,1668.15
772.087,1676.75
772.034,1677.3
771.981,1643.2
771.928,1675.5
771.875,1680.7
771.822,1666.4
771.77,1673.9
771.717,1681.4
771.664,1655.85
771.611,1676.5
771.558,1648.05
771.505,1667.05
771.452,1653.75
771.399,1659.2
771.346,1657.85
771.294,1687.9
771.241,1653.3
771.188,1667.2
771.135,1661.65
771.082,1673.5
771.029,1675.2
770.976,1691.25
770.923,1678.55
770.87,1660.5
770.817,1674.85
770.764,1680.05
770.711,1663.9
770.658,1662.6
770.605,1660.65
770.553,1662
770.5,1632.95
770.447,1663.6
770.394,1647.05
770.341,1662.7
770.288,1664.2
770.235,1661.05
770.182,1660.5
770.129,1668.65
770.076,1671.85
770.023,1664.1
769.97,1667.25
769.917,1666.7
769.864,1659.35
769.811,1679.35
769.758,1669.9
769.705,1671.55
769.652,1647.7
769.599,1666.4
769.546,1666.15
769.493,1671.55
769.44,1659.75
769.387,1659.2
769.334,1654.1
769.281,1671.95
769.228,1666.15
769.175,1692.1
769.122,1659.8
769.069,1671.9
769.016,1664.65
768.963,1665.85
768.91,1679.5
768.857,1677.05
768.804,1644.9
768.75,1652.7
768.697,1652.25
768.644,1662.45
768.591,1664.2
768.538,1681.95
768.485,1659
768.432,1675.8
768.379,1680.75
768.326,1695.3
768.273,1660.35
768.22,1681.45
768.167,1679.7
768.114,1680.45
768.061,1683.6
768.007,1667.6
767.954,1657.9
767.901,1652.4
767.848,1657.3
767.795,1654.55
767.742,1677.8
767.689,1679.5
767.636,1659.2
767.583,1671.35
767.529,1664.65
767.476,1666.3
767.423,1653.5
767.37,1681.9
767.317,1671
767.264,1675.5
767.211,1684.9
767.157,1658.25
767.104,1680.3
767.051,1676.3
766.998,1668.3
766.945,1676.55
766.892,1652.5
766.838,1668.25
766.785,1671.5
766.732,1673.9
766.679,1671.9
766.626,1690.5
766.573,1679.7
766.519,1676.8
766.466,1643.3
766.413,1672.2
766.36,1678
766.307,1653.2
766.253,1689.6
766.2,1660.15
766.147,1652.05
766.094,1654.55
766.041,1655.7
765.987,1669.3
765.934,1669.65
765.881,1647.05
765.828,1669.7
765.775,1681.15
765.721,1688.75
765.668,1659.15
765.615,1695.05
765.562,1687.1
765.508,1681.1
765.455,1692.8
765.402,1658.95
765.349,1666.55
765.295,1676.45
765.242,1670.1
765.189,1656.85
765.136,1658.3
765.082,1648.7
765.029,1652.2
764.976,1669.7
764.922,1656.15
764.869,1653.05
764.816,1665.35
764.763,1675.35
764.709,1677.85
764.656,1680.55
764.603,1686.55
764.549,1681.35
764.496,1669.55
764.443,1661.45
764.389,1682.2
764.336,1678.8
764.283,1668.3
764.23,1649.55
764.176,1655.2
764.123,1648.25
764.07,1672.25
764.016,1671
763.963,1653.6
763.91,1668.35
763.856,1654.6
763.803,1659.7
763.749,1655.3
763.696,1677.25
763.643,1689.2
763.589,1693.85
763.536,1680.05
763.483,1674.4
763.429,1640.7
763.376,1656.95
763.323,1658.15
763.269,1663.5
763.216,1641.1
763.162,1667.25
763.109,1661.65
763.056,1664.95
763.002,1672.6
762.949,1666.7
762.896,1674.4
762.842,1669.9
762.789,1693.45
762.735,1671.85
762.682,1665.8
762.628,1681.3
762.575,1670.05
762.522,1670.15
762.468,1660.05
762.415,1690.7
762.361,1641.35
762.308,1656.25
762.254,1661.7
762.201,1654.95
762.148,1665.2
762.094,1674.1
762.041,1676.2
761.987,1689.95
761.934,1677.9
761.88,1665.85
761.827,1672.7
761.773,1677.55
761.72,1687.3
761.667,1669.8
761.613,1674.55
761.56,1664.05
761.506,1669.65
761.453,1677.9
761.399,1677.25
761.346,1673.55
761.292,1660.75
761.239,1658.9
761.185,1650.35
761.132,1656.65
761.078,1658.55
761.025,1663.7
760.971,1684.7
760.918,1672.55
760.864,1681.3
760.811,1652.75
760.757,1618.3
760.704,1641.4
760.65,1651.6
760.596,1663.9
760.543,1653.75
760.489,1665
760.436,1676.15
760.382,1646.55
760.329,1664.65
760.275,1667.45
760.222,1674.7
760.168,1673.9
760.115,1686.05
760.061,1667.25
760.007,1669.75
759.954,1677.45
759.9,1687
759.847,1681.05
759.793,1666.05
759.74,1681.65
759.686,1662.85
759.632,1641.95
759.579,1663.3
759.525,1671.45
759.472,1670.5
759.418,1652.4
759.364,1686.3
759.311,1685.95
759.257,1670.45
759.204,1660.35
759.15,1683.3
759.096,1674.7
759.043,1676.75
758.989,1667.1
758.935,1664.65
758.882,1671.7
758.828,1645.9
758.775,1659.8
758.721,1665.2
758.667,1657.05
758.614,1665.5
758.56,1659.5
758.506,1670.9
758.453,1668.1
758.399,1665.25
758.345,1669.6
758.292,1681.45
758.238,1671.7
758.184,1676.6
758.131,1683
758.077,1645
758.023,1639.85
757.97,1691.1
757.916,1659.95
757.862,1656.8
757.809,1662.25
757.755,1664.25
757.701,1682.9
757.647,1673.1
757.594,1679.55
757.54,1672.2
757.486,1664.9
757.433,1673
757.379,1666.25
757.325,1665.85
757.271,1668.95
757.218,1667.15
757.164,1646.35
757.11,1666.9
757.056,1670.5
757.003,1658.5
756.949,1685.15
756.895,1657.2
756.842,1672.65
756.788,1652.95
756.734,1671.9
756.68,1662.2
756.626,1671.65
756.573,1672.55
756.519,1681.35
756.465,1664.45
756.411,1677.35
756.358,1659.7
756.304,1676.8
756.25,1666.85
756.196,1674.85
756.142,1658
756.089,1655.4
756.035,1668.5
755.981,1660.65
755.927,1667.55
755.873,1656
755.82,1664.55
755.766,1662.15
755.712,1675.05
755.658,1681.5
755.604,1667.8
755.551,1676.45
755.497,1668.9
755.443,1684.7
755.389,1664.6
755.335,1656.8
755.281,1683.5
755.228,1690.2
755.174,1627.1
755.12,1667.1
755.066,1664.4
755.012,1657.6
754.958,1654.9
754.904,1657.95
754.851,1657.5
754.797,1678
754.743,1680.9
754.689,1677.25
754.635,1679.6
754.581,1683.35
754.527,1688.45
754.473,1676.7
754.42,1673
754.366,1660.55
754.312,1684.2
754.258,1675.35
754.204,1678.7
754.15,1666.6
754.096,1663.95
754.042,1653.55
753.988,1671.75
753.934,1650.3
753.88,1671.4
753.827,1670.6
753.773,1678.75
753.719,1681.95
753.665,1672.65
753.611,1663.55
753.557,1655.35
753.503,1665.3
753.449,1651.7
753.395,1665.6
753.341,1656.6
753.287,1672.3
753.233,1661.9
753.179,1658.4
753.125,1667.45
753.071,1671.2
753.017,1682.25
752.963,1654.55
752.909,1665.05
752.855,1682.3
752.801,1677.75
752.747,1661.05
752.693,1684.1
752.639,1646.75
752.585,1655.35
752.531,1673.7
752.477,1647.1
752.423,1640.45
752.369,1654.1
752.315,1652.45
752.261,1659.6
752.207,1670.15
752.153,1663.7
752.099,1689.1
752.045,1684.05
751.991,1686.85
751.937,1675.55
751.883,1686.05
751.829,1682.05
751.775,1667.95
751.721,1657.8
751.667,1687.5
751.613,1666.5
751.559,1670.55
751.505,1668.75
751.451,1647.85
751.397,1663.95
751.343,1645.55
751.289,1667.25
751.235,1671.25
751.181,1690.6
751.126,1686.05
751.072,1681.4
751.018,1682.15
750.964,1677.75
750.91,1664
750.856,1672.3
750.802,1663.55
750.748,1675.9
750.694,1655.65
750.64,1660.2
750.585,1650.3
750.531,1659.15
750.477,1648
750.423,1653.2
750.369,1665.9
750.315,1651.05
750.261,1675.65
750.207,1650.1
750.152,1659.2
750.098,1679.1
750.044,1655.65
749.99,1689.5
749.936,1691.45
749.882,1676.35
749.828,1637.4
749.773,1655.7
749.719,1638.25
749.665,1655.55
749.611,1654.35
749.557,1652.85
749.503,1670.6
749.448,1647.45
749.394,1679.8
749.34,1677.65
749.286,1668.45
749.232,1664.5
749.178,1689
749.123,1682.25
749.069,1680.1
749.015,1688.75
748.961,1673.45
748.907,1679.35
748.852,1651.35
748.798,1689.15
748.744,1649.5
748.69,1646.4
748.635,1653.4
748.581,1652.9
748.527,1651.45
748.473,1666.75
748.419,1658.25
748.364,1670.65
748.31,1658.05
748.256,1687
748.202,1677.95
748.147,1675.45
748.093,1698.05
748.039,1687.8
747.985,1681.6
747.93,1673.6
747.876,1650.85
747.822,1678.25
747.767,1661.35
747.713,1670.95
747.659,1660.4
747.605,1653.15
747.55,1648.95
747.496,1659.15
747.442,1670.55
747.388,1680.45
747.333,1666.15
747.279,1671.25
747.225,1649.8
747.17,1693.5
747.116,1709.8
747.062,1693.9
747.007,1674.55
746.953,1678.2
746.899,1663.95
746.844,1646.55
746.79,1666.6
746.736,1636.6
746.681,1666.15
746.627,1662
746.573,1664.2
746.518,1672.1
746.464,1675.3
746.41,1670
746.355,1689.9
746.301,1685.95
746.247,1668.15
746.192,1681.45
746.138,1663.8
746.084,1672
746.029,1666.75
745.975,1660.4
745.92,1653.85
745.866,1681.75
745.812,1673
745.757,1654.2
745.703,1673.95
745.649,1677.5
745.594,1674.45
745.54,1682.7
745.485,1661.6
745.431,1670.45
745.377,1668.2
745.322,1659.2
745.268,1656.95
745.213,1674.8
745.159,1681.45
745.104,1670.55
745.05,1685.35
744.996,1660.55
744.941,1663.2
744.887,1673.3
744.832,1682.6
744.778,1685.15
744.723,1687.5
744.669,1673.35
744.615,1657.6
744.56,1661.8
744.506,1659.75
744.451,1659.95
744.397,1650.8
744.342,1672.5
744.288,1643.75
744.233,1648.45
744.179,1665.9
744.124,1677.15
744.07,1637.6
744.015,1664.6
743.961,1655.5
743.906,1679.2
743.852,1671.75
743.797,1700.4
743.743,1692.05
743.688,1671.5
743.634,1666
743.579,1673.8
743.525,1674.8
743.47,1677.3
743.416,1653.65
743.361,1656.85
743.307,1659.25
743.252,1651.55
743.198,1675.55
743.143,1682.15
743.089,1651.7
743.034,1657.05
742.98,1651.45
742.925,1660.75
742.87,1651.9
742.816,1676.6
742.761,1678.8
742.707,1666.35
742.652,1670.45
742.598,1682.95
742.543,1666.05
742.489,1669.9
742.434,1663.45
742.379,1678.6
742.325,1654.3
742.27,1641.25
742.216,1665.1
742.161,1650.4
742.106,1670
742.052,1675.4
741.997,1675.8
741.943,1686.55
741.888,1682.4
741.833,1681.75
741.779,1672.9
741.724,1687.05
741.67,1685.45
741.615,1660.3
741.56,1674.15
741.506,1686.65
741.451,1670.55
741.397,1653.15
741.342,1667
741.287,1664.55
741.233,1636.55
741.178,1656.7
741.123,1661.05
741.069,1654.75
741.014,1662.1
740.959,1674.4
740.905,1679.45
740.85,1679.65
740.795,1684.2
740.741,1686.7
740.686,1675.1
740.631,1659.05
740.577,1684.55
740.522,1684.95
740.467,1682.3
740.413,1672.45
740.358,1662.15
740.303,1666.6
740.249,1675.1
740.194,1672.6
740.139,1679.7
740.084,1663
740.03,1661.05
739.975,1661.85
739.92,1661.95
739.866,1672.8
739.811,1685.25
739.756,1652.6
739.701,1664.75
739.647,1676.25
739.592,1677.25
739.537,1679.6
739.482,1664.9
739.428,1666.15
739.373,1675.05
739.318,1665.1
739.263,1664.4
739.209,1693
739.154,1669.55
739.099,1680.3
739.044,1655.05
738.99,1678.3
738.935,1669.9
738.88,1669.55
738.825,1662.1
738.771,1664.45
738.716,1650.05
738.661,1652.05
738.606,1635.1
738.551,1649.6
738.497,1647.45
738.442,1655.15
738.387,1668.05
738.332,1669.05
738.277,1678.25
738.223,1678.25
738.168,1679.25
738.113,1672.15
738.058,1660.05
738.003,1667.65
737.949,1680.15
737.894,1673.05
737.839,1658.4
737.784,1685.05
737.729,1658.45
737.674,1668.65
737.619,1663.35
737.565,1654.25
737.51,1662.9
737.455,1653.25
737.4,1659.95
737.345,1686.8
737.29,1659.1
737.236,1670.75
737.181,1665.7
737.126,1674.9
737.071,1669.45
737.016,1670.1
736.961,1666.85
736.906,1676.8
736.851,1664.15
736.796,1653.5
736.742,1683.45
736.687,1651.55
736.632,1662.5
736.577,1663.4
736.522,1670
736.467,1667.05
736.412,1653.45
736.357,1675.35
736.302,1666.15
736.247,1664.35
736.192,1680
736.138,1666.25
736.083,1668.6
736.028,1669.7
735.973,1675.15
735.918,1679.9
735.863,1656.4
735.808,1645.5
735.753,1651.5
735.698,1667.5
735.643,1663.8
735.588,1649.95
735.533,1664.85
735.478,1664.35
735.423,1664.7
735.368,1675.35
735.313,1664.05
735.258,1669.25
735.203,1685.9
735.148,1684.4
735.093,1676.3
735.038,1682.6
734.983,1665.8
734.928,1667.8
734.873,1649.9
734.818,1653.45
734.763,1662.2
734.708,1679.55
734.653,1652.35
734.598,1665.25
734.543,1660.05
734.488,1672.85
734.433,1688.1
734.378,1684.55
734.323,1677.05
734.268,1653.3
734.213,1666.7
734.158,1662.85
734.103,1675.25
734.048,1668.3
733.993,1675.25
733.938,1692.35
733.883,1665.3
733.828,1658.5
733.773,1673.85
733.718,1650.7
733.663,1654.65
733.608,1671.2
733.553,1665.2
733.497,1663
733.442,1679.5
733.387,1670.05
733.332,1667.4
733.277,1680.7
733.222,1657.75
733.167,1657.9
733.112,1662.8
733.057,1685.1
733.002,1691
732.947,1667.05
732.891,1666.8
732.836,1668.9
732.781,1692.75
732.726,1669.7
732.671,1660.7
732.616,1666.95
732.561,1663.8
732.506,1656.65
732.45,1667.15
732.395,1677.45
732.34,1686.1
732.285,1671.6
732.23,1678.3
732.175,1653.2
732.12,1672.4
732.064,1690.7
732.009,1674.2
731.954,1664.1
731.899,1652.6
731.844,1650.8
731.789,1648.15
731.733,1669.95
731.678,1667.35
731.623,1672
731.568,1681.5
731.513,1680.2
731.458,1670.45
731.402,1675.9
731.347,1685.45
731.292,1671.75
731.237,1692.4
731.182,1679.75
731.126,1651.5
731.071,1656.9
731.016,1665.25
730.961,1672.35
730.906,1682.55
730.85,1687.55
730.795,1680.05
730.74,1672.15
730.685,1672.2
730.629,1664.35
730.574,1656.4
730.519,1690.9
730.464,1668.95
730.408,1663.95
730.353,1667.3
730.298,1644.5
730.243,1679.7
730.187,1670.45
730.132,1646.35
730.077,1657.5
730.022,1656.65
729.966,1668.45
729.911,1681.2
729.856,1659.45
729.801,1673.05
729.745,1678.7
729.69,1690.8
729.635,1685.85
729.579,1671.75
729.524,1664
729.469,1666.55
729.413,1664.45
729.358,1653.9
729.303,1691.8
729.248,1663.3
729.192,1686.15
729.137,1661.65
729.082,1668.5
729.026,1676.1
728.971,1687.25
728.916,1661.2
728.86,1664.75
728.805,1651.25
728.75,1663.4
728.694,1670
728.639,1689.5
728.584,1676.25
728.528,1665.2
728.473,1663.25
728.418,1659.45
728.362,1673.2
728.307,1663.5
728.251,1667.1
728.196,1677.6
728.141,1662.9
728.085,1658.75
728.03,1672.95
727.975,1655.85
727.919,1671.6
727.864,1670.95
727.808,1662.5
727.753,1663.7
727.698,1687.05
727.642,1675.95
727.587,1676.6
727.531,1681.4
727.476,1662.05
727.421,1653.25
727.365,1638.95
727.31,1651.85
727.254,1656.6
727.199,1669.55
727.144,1667.9
727.088,1670.3
727.033,1671.3
726.977,1665.05
726.922,1666.5
726.866,1695.9
726.811,1667.35
726.755,1676.05
726.7,1667.75
726.645,1675.45
726.589,1684.5
726.534,1648.15
726.478,1647
726.423,1673.7
726.367,1657.55
726.312,1674.8
726.256,1651.3
726.201,1666
726.145,1656.75
726.09,1674.85
726.034,1692.75
725.979,1655.75
725.923,1668.25
725.868,1692.15
725.812,1681.1
725.757,1689
725.701,1661.75
725.646,1676
725.59,1648.25
725.535,1681.9
725.479,1654.55
725.424,1663.35
725.368,1654.65
725.313,1667.65
725.257,1659.55
725.202,1676.95
725.146,1652.2
725.091,1662.35
725.035,1669.45
724.98,1669.7
724.924,1649.45
724.868,1685.1
724.813,1674.85
724.757,1671.35
724.702,1665.15
724.646,1667.95
724.591,1674.6
724.535,1688.75
724.48,1648.85
724.424,1675.15
724.368,1643.95
724.313,1671.35
724.257,1657.9
724.202,1651.25
724.146,1652.75
724.09,1662.65
724.035,1671.95
723.979,1656.75
723.924,1679
723.868,1674.95
723.812,1677.75
723.757,1664.9
723.701,1672.15
723.646,1666.7
723.59,1666.8
723.534,1655.05
723.479,1646.4
723.423,1657.8
723.367,1650.55
723.312,1659.7
723.256,1656.5
723.201,1641.35
723.145,1669.55
723.089,1652.2
723.034,1662.2
722.978,1666.6
722.922,1665.35
722.867,1681.35
722.811,1658.7
722.755,1676.2
722.7,1665.5
722.644,1671.55
722.588,1683.85
722.533,1667.25
722.477,1674.1
722.421,1665.05
722.366,1655.7
722.31,1650.2
722.254,1668.5
722.198,1655.35
722.143,1670.7
722.087,1663.5
722.031,1671.2
721.976,1673.75
721.92,1689.6
721.864,1678.2
721.808,1690.7
721.753,1643.4
721.697,1643.8
721.641,1667
721.586,1665.05
721.53,1662.85
721.474,1669.9
721.418,1678.45
721.363,1672.6
721.307,1666
721.251,1641.65
721.195,1674.35
721.14,1670.5
721.084,1669.4
721.028,1655.55
